id,label,tweet,,
1552,none,"TESTING &amp; MITIGATION &amp; DISTANCING &amp; FACE MASKS ARE KEY BE A HERO! PLEASE ASK ALL AMERICANS TO STAY INSIDE AT HOME FOR 8 TO 12 WEEKS TO SLOW THE SPREAD OF THE DANGEROUS CORONA VIRUS-PREVENT THE DEATH OF MOTHER. FATHER, SISTER, BROTHER, AUNTS, UNCLES, NA NA..... BE A HERO-- ",,
1553,none,"@SenateGOP @HouseGOP @marcorubio @GOP @lisamurkowski @SenatorCollins @SenatorRomney -Get together &amp; enable the experts to direct our Covid response, not the lying @VP or incompetent president. They’ve failed us, hurt economy &amp; cost lives. Enough already!!!!!!!!! ",,
1554,none,I've never had so many psychosomatic face itches as I do now that I know I shouldn't touch my face. ,,
1555,none,@CNN Cnn is the most racist of them all ,,
1556,none,After listening to PMQ yesterday he’s no PM and no leader. What does it say about a party which chose him? Incompetent! ,,
1557,none,"@shomaristone @WSJ US was already $Trillions in debt. Clinton was able to right it?I think we all need to focus on basics; start from scratch.The Coronavirus Pandemic is a silent war|The world shutdown, in some countries we had morons directing the narrative. Lives matter. Lots of new entrepreneurs ",,
1558,none,@TomiLahren Inslee only cares about masks and social distancing and not that Seattle has become a poophole. The Emerald city is no more. ,,
1559,none,"@GTTeo2 @CarlZha @siu_head @yashar The jury isn't out. It started in Wuhan. Not saying it was a bio weapon, that's just stupid since it hurt China as well. But let's not pretend China doesn't have a fabulous track record of terrible safety issues, cutting costs. And having a lvl 4 research lab I'm Wuhan. ",,
1560,none,personal Vietnam was sleeping with numerous women and avoiding STDs! He's probably doing the same thing during the COVID pandemic! His daddy got him out of serving in Vietnam by paying a doctor to fake bone spur excuses &amp; he thinks ppl who volunteer to serve are losers! ,,
1561,none,"@realDonaldTrump @RudyGiuliani @MariaBartiromo SHAME ON YOU TRUMP SHAME SHAME!!! 11,000,000 Americans have Covid!!! YOUR SHABBY HANDLING OF SAFETY AGAINST COVID IS PURE CRIMINAL! It’s like setting people’s homes on fire while they are sleeping. Masks should have been an immediate rule of law! ",,
1562,none,Gross. ,,
1563,none,"They said the President was a racist, xenophobic and worse. Pelosi welcomed everyone to come to Chinatown without masks or social distancing. Democrats talk out of both sides of their mouths. ",,
1564,none,"Our seniors are supposed to entrust their health, much less their Medicare &amp; Social Security, with the folks who can't even provide adequate PPE 6 months into a pandemic? This is ridiculous, and in Congress, I'll fight for our seniors. ",,
1565,none,@KTLA Two words: selfish prick Why isn't he wearing a helmet? What happens if he gets hit by a car &amp; his brain matter splatters all over a pedestrian? They could get Covid. Covid mostly affects the brain. ,,
1566,none,send her to china and hope she gets it disgrace ,,
1567,none,The writers of this computer simulation that we're *living* in are teh suck: ,,
1568,none,Trump has turned his back on America during a pandemic. He is worthless as a leader in the free world. Grifting is all he knows how to do. ,,
1569,none,Hit them where it hurts most !!! ,,
1570,none,"@JoeBiden Shut up old man. You have no plan. You just keep saying wear a mask, which we have been doing since March... ",,
1571,none,China is building vast new detention centres for Muslims in Xinjiang ,,
1572,none,"It's a domestic terrorist organization comprised of angry, SJW White Marxists! ",,
1573,none,Pro-life is simply conservative jargon or code for their belief women should be subservient and made to feel shame in regards to their sexuality so they can control them &amp; impose fundie "christian" beliefs because they find women intimidating to their fragile and false manhood. ,,
1574,none,"Stone cold, drop-kick your teeth out, look at me laugh in your face, bold Communists! ",,
1575,offensive,"@amyklobuchar Shove your mask, I will be nice and let you pick which orifice you shove it in. ",,
1576,none,please enlighten me when has Jeff ever done a charity...y'all ignorant in 2020 if u thinks gates and Bezos do ""charity"" ,,
1577,none,@SenSchumer You wear a damn mask! ,,
1578,none,@davidaxelrod @realDonaldTrump Just last week the WHO data showed COVID-19 to be three time "LESS" deadly than seasonal flu if you are under 65. The time has come to stop listening to the idiots that refuse to return to normal. They can stay home. We do not need them to live our lives. ,,
1579,none,@rihanna Where do you think people get the money pre covid to buy your crappy concert tickets etc.? The economy you loser! Which economy has been the best in our lifetime? Check your retirement fund That’s all Trump ! ,,
1580,none,"@cooperhefner @AdamParkhomenko Blend Trump's authoritarianism with his willingness to stand by and watch 228,000 Americans die, then go enjoy his supper, to lose 545 parents in his concentration camp to arrest his opponents to agree with China that concentration camps are good and you have a Nazi! ",,
1581,none,Lockdown-Hitparade von Iron Maiden: Children of the Damned The Prisoner Wasted Years Sea of Madness Can I Play With Madness? Chains of Misery ,,
1582,none,@BetteMidler Wait.... the back stock will run out. Trump ended all trade China is getting ready for war. If that piece of garbage wins. Russia as well. They're done with the lies and back stabbing. we're done. ,,
1583,offensive,These btches reached 1m copies sold and now they think they can come for BTS's sales. Let's remove China's sales and let's see what remains ,,
1584,none,WE ALL KNOW YOU CAN FEEL WHEN YOUR MASK IS BENEATH YOUR NOSE. WE KNOW! STOP PRETENDING! ,,
1585,none,"@smalltroll1 You said we eradicated the flu. I just added Trump. And you freak out. If I said Dr fauci, you would be cool with it. 🤣 ",,
1586,none,@branchleaf15 @UltraWeedHater Lol they have cam Newton as their qb who is complete ass now. Not to mention the patriots entire good part of their defense opted out because of COVID. Patriots don’t have one good weapon on offense besides Edelman till he got injured. Brady couldn’t improve this team. ,,
1587,none,@BBCBreaking And yet expats who chose to live in Wuhan are demanding flight crews expose themselves to the virus in order to rescue them and then further jeopardise people here to exposure. Sorry but if you’re dumb enough to be in Wuhan you should quarantine yourself there ,,
1588,none,"Public health officials have again presented politicians with doomsday data and their myopic strategy doesn't give a f*ck about covid fallout (suicides, domestic violence, missed surgeries). ",,
1589,none,"Your President @realDonaldTrump is an open traitor to our country. He’s murdered 200,000 for his own gain, and where is his head? Supporting an open enemy of the state. WAKE UP AMERICA. we should be dragging him out into the streets at this point. ",,
1590,none,This is the most ignorant tweet I have seen today. Well done sir ,,
1591,none,This is the sick left!!! Do you really want these heartless souls running this country? Get out and vote!!!! ,,
1592,none,@Keir_Starmer You are as mad/useless/corrupt as Johnson and Hancock. Enough!!! NoLockdown . ,,
1593,none,Retype .Mr.Biden makes last call for some late Mr.Biden.We here in scranton don.t like racist or sell outs like you did with china and yes iran.We are not stupid!!! This is not your hometown you don.t live here and haven.t since 7yrs old. It.s to late.bye ,,
1594,none,Why can't y'all just stop pulling lazy cards??? Y'all know very well that she was injured. Y'all do this type nonsense tweet for what?? To get a hit tweet??? And your bias irene is also a friend with her. The dumbness ,,
1595,none,@RealSpikeCohen Testing? Testing is stupid. The PCR tests yield nothing but asymptomatic false positives. We should just ignore Coronavirus just like we have every other virus. ,,
1596,none,@JustinChanges_ wtf he look like a terrorist with a black mask!! LMAO DOES HE HAVE COVID OR WHAT? CAUSE I DO NOT HAVE IT.. lmao JustinBieber no need for the MASK IT IS NOT EVEN Halloween2020 jet ✌️😇❤️🍏🌎💪🍏🎬🎲⛸ ,,
1597,none,"Whatever, it’s the corona cup. Go get Holtby in the off season. This team is hot GARBAGE ",,
1598,offensive,"@Shristeeee @ArminNavabi How intelligent of you! Are blacks mythical creatures whose existence is still debatable? Plus, nobody says don't comment about black people. Please do! All the racist comments on Black people can be debunked by science as FALSE! Indians are too emotional! ",,
1599,none,"@PWGTennant @EpiEllie Maybe just say ""no harm being cautious"" &amp; leave it at that, not feed the covid hoaxers trolls &amp; willfully ignorant. ",,
1600,none,Now we're in a pandemic with millions struggling some on whom was under the impression that it's something you can live off. Helped by those shitty documentaries that showed some people on the system abusing it or miss managing their money and then struggling to pay there bills. ,,
1601,none,"Hey Trump, stop going on about Hillary &amp; deleted e-mails, that's so 2016! This is 2020 now, we've moved on to why you called veterans losers and suckers, and downplayed a deadly virus which let 200,000 Americans die... ",,
1602,none,"@AxelCertain @unstableracefan @LoriLightfoot She isn't even wearing a mask, MORON!! When are you going to learn this isn't about a virus, it's about stealing an election (Democrat party) ",,
1603,offensive,"dear white people, if ur gonna travel and ur not gonna wear a mask then stay at your fkn home. ",,
1604,none,"WHO EXPERTS SAY THE CORONAVIRUS INCUBATION IS 24 DAYS. YET, QUARANTINE IS SET AT 14 DAYS. THIS VIRUS IS SMARTER THAN MOST. A DUMB VIRUS KILLS ITS HOST FAST &amp; DIES. THE LONG INCUBATION PERIOD MEANS THIS VIRUS WAS DESIGNED TO SPREAD WIDELY AND SECRETLY. 06 ",,
1605,none,"@JulieHe40521540 @rosebud12013 @TimSmithMP Here’s what we know. We are stupid. We are ignorant. Get outraged if asked to do the simplest thing to protect ourselves &amp; others. We cannot be trusted to follow advice. We need enforced Regulations to beat pandemic. Not all of us need this, but too many to be allowed choice. ",,
